Item,Price,Ad ID,Location,Model,Details
 2017 Honda CB 6000 Kms ,80000," Added via phone on 28 May, Ad ID: 1220928057 "," Byculla, Mumbai ", 2017 Honda CB 6000 Kms ," Brand: Honda Model: CB Year: 2017 KM Driven: 6,000 km "
 2014 Honda Dream Yuga 15700 Kms ,36000," Added via phone on 28 May, Ad ID: 1220930697 "," Dahisar East, Mumbai ", 2014 Honda Dream Yuga 15700 Kms ," Brand: Honda Model: Dream Yuga Year: 2014 KM Driven: 15,700 km "
 KTM 390 Duke ABS 15000 Kms 2017 year ,180000," Added via phone on 28 May, Ad ID: 1220931473 "," Malad West, Mumbai ", KTM 390 Duke ABS 15000 Kms 2017 year ," Brand: KTM Model: 390 Duke ABS Year: 2017 KM Driven: 15,000 km "
 Hero Honda CBZ 64131 Kms 2010 year ,19000," Added via phone on 28 May, Ad ID: 1192447179 "," Vatsalabai Naik Nagar, Mumbai ", Hero Honda CBZ 64131 Kms 2010 year ," Brand: Hero Honda Model: CBZ Year: 2010 KM Driven: 64,131 km "
 Suzuki Others 10000 Kms 2017 year ,52000," Added via phone on 28 May, Ad ID: 1213947955 "," Mandvi, Mumbai ", Suzuki Others 10000 Kms 2017 year ," Brand: Suzuki Model: Others Year: 2017 KM Driven: 10,000 km "
 2005 Bajaj Discover 5000 Kms ,10000," Added via phone on 28 May, Ad ID: 1220932389 "," Malad East, Mumbai ", 2005 Bajaj Discover 5000 Kms ," Brand: Bajaj Model: Discover Year: 2005 KM Driven: 5,000 km "
 2015 Bajaj Avenger 20000 Kms ,45000," Added via phone on 28 May, Ad ID: 1220940267 "," Vidyavihar West, Mumbai ", 2015 Bajaj Avenger 20000 Kms ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 20,000 km "
 2007 TVS Star City Plus 80000 Kms..Self start ,17000," Added via phone on 28 May, Ad ID: 1220946215 "," Kanjurmarg West, Mumbai ", 2007 TVS Star City Plus 80000 Kms..Self start ," Brand: TVS Model: Star City Plus Year: 2007 KM Driven: 80,000 km "
 Hero Honda CBZ 391176 Kms 1999 year ,8500," Added via phone on 28 May, Ad ID: 1220946887 "," Malad West, Mumbai ", Hero Honda CBZ 391176 Kms 1999 year ," Brand: Hero Honda Model: CBZ Year: 1999 KM Driven: 39,117 km "
 Honda Others 55000 Kms 2011 year ,37000," Added via phone on 28 May, Ad ID: 1220921565 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", Honda Others 55000 Kms 2011 year ," Brand: Honda Model: Others Year: 2011 KM Driven: 55,000 km "
 Royal Enfild ,50000," Added via phone on 28 May, Ad ID: 1220946869 "," Kurla East, Mumbai ", Royal Enfild ," Brand: Royal Enfield Year: 1984 KM Driven: 10,000 km "
 2000 Royal Enfield Bullet 1900 Kms ,150000," Added via phone on 28 May, Ad ID: 1220947449 "," Kandivali East, Mumbai ", 2000 Royal Enfield Bullet 1900 Kms ," Brand: Royal Enfield Model: Bullet Year: 2000 KM Driven: 1,900 km "
 2012 Bajaj Pulsar 46000 Kms ,30000," Added via phone on 28 May, Ad ID: 1220953717 "," Andheri West, Mumbai ", 2012 Bajaj Pulsar 46000 Kms ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 46,000 km "
" Classic 350 less run, 2015 nov., ready to use, showroom condition. ",114000," Added on 28 May, Ad ID: 1212241209 "," Goregaon East, Mumbai "," Classic 350 less run, 2015 nov., ready to use, showroom condition. "," Brand: Royal Enfield Model: Classic Year: 2015 KM Driven: 13,500 km "
 Bajaj CT 100 1299 Kms 2000 year ,9500," Added via phone on 28 May, Ad ID: 1220955439 "," Dhanayjay And Bhadarali, Mumbai ", Bajaj CT 100 1299 Kms 2000 year ," Brand: Bajaj Model: CT 100 Year: 2000 KM Driven: 1,299 km "
 AS 150 Pulsar August 2015 ,45000," Added via phone on 28 May, Ad ID: 1220962765 "," Mulund West, Mumbai ", AS 150 Pulsar August 2015 ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 20,000 km "
 2006 Hero Honda Passion 53759 Kms ,10000," Added via phone on 28 May, Ad ID: 1220957251 "," Byculla, Mumbai ", 2006 Hero Honda Passion 53759 Kms ," Brand: Hero Honda Model: Passion Year: 2006 KM Driven: 53,759 km "
 Hero Honda Karizma 29500 Kms 2006 year ,25000," Added via phone on 28 May, Ad ID: 1220955751 "," Marine Lines, Mumbai ", Hero Honda Karizma 29500 Kms 2006 year ," Brand: Hero Honda Model: Karizma Year: 2006 KM Driven: 29,500 km "
 2011 Yamaha FZS 35000 Kms ,38000," Added via phone on 28 May, Ad ID: 1220956049 "," Goregaon East, Mumbai ", 2011 Yamaha FZS 35000 Kms ," Brand: Yamaha Model: FZS Year: 2011 KM Driven: 35,000 km "
 2017 KTM 200 RC graphics of 390 ,120000," Added via phone on 28 May, Ad ID: 1220963627 "," Mulund West, Mumbai ", 2017 KTM 200 RC graphics of 390 ," Brand: KTM Model: RC Year: 2017 KM Driven: 22,000 km "
 Hero Honda Others 15000 Kms 2003 year ,8000," Added via phone on 28 May, Ad ID: 1220974341 "," Andheri East, Mumbai ", Hero Honda Others 15000 Kms 2003 year ," Brand: Hero Honda Model: Others Year: 2003 KM Driven: 15,000 km "
 2015 Bajaj Pulsar 52000 Kms ,45000," Added via phone on 28 May, Ad ID: 1220970005 "," Vikhroli West, Mumbai ", 2015 Bajaj Pulsar 52000 Kms ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 52,000 km "
 Yamaha FZS 9000 Kms 2016 year bhakt kam chali huai hai sab kuch new h ,65000," Added via phone on 28 May, Ad ID: 1220967105 "," Vaibhav Nagar, Mumbai ", Yamaha FZS 9000 Kms 2016 year bhakt kam chali huai hai sab kuch new h ," Brand: Yamaha Model: FZS Year: 2016 KM Driven: 9,057 km "
 2006 TVS Others 24000 Kms ,15000," Added via phone on 28 May, Ad ID: 1220970989 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", 2006 TVS Others 24000 Kms ," Brand: TVS Model: Others Year: 2006 KM Driven: 24,000 km "
 Yamaha YZF R 22000 Kms 2015 year ,55000," Added via phone on 28 May, Ad ID: 1220967275 "," Malad East, Mumbai ", Yamaha YZF R 22000 Kms 2015 year ," Brand: Yamaha Model: YZF R Year: 2015 KM Driven: 22,000 km "
 Bajaj Pulsar 43000 Kms 2015 year ,50000," Added via phone on 28 May, Ad ID: 1220976441 "," Wadavali Village, Mumbai ", Bajaj Pulsar 43000 Kms 2015 year ," Brand: Bajaj Model: Pulsar Year: 2015 KM Driven: 43,000 km "
 2011 Honda CBR 22000 Kms ,55000," Added via phone on 28 May, Ad ID: 1220976969 "," Andheri West, Mumbai ", 2011 Honda CBR 22000 Kms ," Brand: Honda Model: CBR Year: 2011 KM Driven: 28,000 km "
 2008 Honda CB 97222 Kms ,16000," Added via phone on 28 May, Ad ID: 1220979509 "," Mahim, Mumbai ", 2008 Honda CB 97222 Kms ," Brand: Honda Model: CB Year: 2008 KM Driven: 97,222 km "
 Royal Enfield Classic 20000 Kms 2011 year ,99999," Added via phone on 28 May, Ad ID: 1190544359 "," Borivali East, Mumbai ", Royal Enfield Classic 20000 Kms 2011 year ," Brand: Royal Enfield Model: Classic Year: 2011 KM Driven: 20,000 km "
 Bajaj Pulsar 13250 Kms 2017 year ,85000," Added via phone on 28 May, Ad ID: 1220980983 "," Vasai East, Mumbai ", Bajaj Pulsar 13250 Kms 2017 year ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 13,250 km "
 Bajaj Pulsar 30000 Kms 2007 year ,19000," Added via phone on 28 May, Ad ID: 1220976599 "," Upper Worli, Mumbai ", Bajaj Pulsar 30000 Kms 2007 year ," Brand: Bajaj Model: Pulsar Year: 2007 KM Driven: 30,000 km "
 Bajaj Pulsar 25000 Kms 2012 year.9322.779993. ,28000," Added via phone on 28 May, Ad ID: 1213349527 "," Bhandup Industrial Area, Mumbai ", Bajaj Pulsar 25000 Kms 2012 year.9322.779993. ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 25,000 km "
 Credit Card/Loan Facility available for Honda Hornet Double Disc Brake ,72000," Added via phone on 30 May, Ad ID: 1175118223 "," Grant Road Area, Mumbai ", Credit Card/Loan Facility available for Honda Hornet Double Disc Brake ," Brand: Honda Model: CB Year: 2016 KM Driven: 10,000 km "
 Selling 2015 model. Single owner. Showroom condition. ,52000," Added via phone on 16 May, Ad ID: 1213828511 "," Kandivali West, Mumbai ", Selling 2015 model. Single owner. Showroom condition. ," Brand: Bajaj Model: Year: 2015 KM Driven: 33,000 km "
 KTM RC 16000 Kms 2016 year ,135000," Added via phone on 28 May, Ad ID: 1221177975 "," Wadala East, Mumbai ", KTM RC 16000 Kms 2016 year ," Brand: KTM Model: RC Year: 2016 KM Driven: 16,000 km "
 10 months used avenger 220.only 3200 kms run. Emi available ,78000," Added via phone on 16 May, Ad ID: 1212352689 "," Kandivali West, Mumbai ", 10 months used avenger 220.only 3200 kms run. Emi available ," Brand: Bajaj Model: Avenger Year: 2017 KM Driven: 3,200 km "
 KTM 390 Duke / ABS / slipper clutch / Black Orange ,145000," Added via phone on 26 May, Ad ID: 1217029735 "," Kanakia Road, Mumbai ", KTM 390 Duke / ABS / slipper clutch / Black Orange ," Brand: KTM Model: 390 Duke ABS Year: 2015 KM Driven: 17,000 km "
 Honda CB 8000 Kms 2017 year ,77500," Added via phone on 27 May, Ad ID: 1220794793 "," Kandivali West, Mumbai ", Honda CB 8000 Kms 2017 year ," Brand: Honda Model: CB Year: 2017 KM Driven: 8,000 km "
" Yamaha Fazer 22344 Kms, Year 2014 ",45000," Added via phone on 27 May, Ad ID: 1215007007 "," Kandivali East, Mumbai "," Yamaha Fazer 22344 Kms, Year 2014 "," Brand: Yamaha Model: Fazer Year: 2014 KM Driven: 22,344 km "
 2013 Honda Dream Yuga 24700 Kms ,32500," Added via phone on 27 May, Ad ID: 1220802997 "," Vishal hall, Mumbai ", 2013 Honda Dream Yuga 24700 Kms ," Brand: Honda Model: Dream Yuga Year: 2013 KM Driven: 24,700 km "
 Bajaj Others 16000 Kms 2016 year ,52500," Added via phone on 27 May, Ad ID: 1159761073 "," Kandivali West, Mumbai ", Bajaj Others 16000 Kms 2016 year ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 16,000 km "
 KTM RC390 14000 Kms 2015 year ,135000," Added via phone on 27 May, Ad ID: 1220797915 "," Powai, Mumbai ", KTM RC390 14000 Kms 2015 year ," Brand: KTM Model: RC Year: 2015 KM Driven: 14,000 km "
 2014 Bajaj Avenger 11000 Kms ,53500," Added via phone on 27 May, Ad ID: 1220796213 "," Kandivali West, Mumbai ", 2014 Bajaj Avenger 11000 Kms ," Brand: Bajaj Model: Avenger Year: 2014 KM Driven: 11,000 km "
 2014 Bajaj Pulsar 4510 Kms ,55000," Added via phone on 28 May, Ad ID: 1220967069 "," Dharavi, Mumbai ", 2014 Bajaj Pulsar 4510 Kms ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 4,510 km "
 Honda CB 6000 Kms 2016 year ,50000," Added via phone on 27 May, Ad ID: 1217566373 "," Byculla, Mumbai ", Honda CB 6000 Kms 2016 year ," Brand: Honda Model: CB Year: 2016 KM Driven: 6,000 km "
 2014 Honda Others 37000 Kms ,60000," Added via phone on 27 May, Ad ID: 1220810255 "," Mumbai Central, Mumbai ", 2014 Honda Others 37000 Kms ," Brand: Honda Model: Others Year: 2014 KM Driven: 37,000 km "
 Hero Ignitor 00786 Kms 2013 year ,35786," Added via phone on 27 May, Ad ID: 1220802129 "," Andheri East, Mumbai ", Hero Ignitor 00786 Kms 2013 year , Brand: Hero Model: Ignitor Year: 2013 KM Driven: 786 km 
 Royal Enfield Thunderbird 19300 Kms 2013 year ,115000," Added via phone on 27 May, Ad ID: 1220810567 "," Vijay Nagar, Mumbai ", Royal Enfield Thunderbird 19300 Kms 2013 year ," Brand: Royal Enfield Model: Thunderbird Year: 2013 KM Driven: 19,300 km "
 Bajaj Avenger 50000 Kms 2005 year ,25000," Added via phone on 27 May, Ad ID: 1220814003 "," Jogeshwari West, Mumbai ", Bajaj Avenger 50000 Kms 2005 year ," Brand: Bajaj Model: Avenger Year: 2005 KM Driven: 50,000 km "
 TVS Others 70000 Kms 2005 year ,14000," Added via phone on 27 May, Ad ID: 1220803539 "," Vakola, Mumbai ", TVS Others 70000 Kms 2005 year ," Brand: TVS Model: Others Year: 2005 KM Driven: 70,000 km "
 2010 Bajaj CT 100 10000 Kms ,20999," Added via phone on 27 May, Ad ID: 1220807825 "," Mankhurd, Mumbai ", 2010 Bajaj CT 100 10000 Kms ," Brand: Bajaj Model: CT 100 Year: 2010 KM Driven: 10,000 km "
 Hero Honda Passion 10000 Kms 2009 year ,29500," Added via phone on 27 May, Ad ID: 1199708469 "," Malad West, Mumbai ", Hero Honda Passion 10000 Kms 2009 year ," Brand: Hero Honda Model: Passion Year: 2009 KM Driven: 10,000 km "
 UM Renagate commondo ,200000," Added via phone on 27 May, Ad ID: 1220807295 "," Dadar East, Mumbai ", UM Renagate commondo ," Brand: Other Brands Year: 2017 KM Driven: 2,50,000 km "
 Yamaha Others 7000 Kms 2017 year ,85000," Added via phone on 27 May, Ad ID: 1220817529 "," Virar West, Mumbai ", Yamaha Others 7000 Kms 2017 year ," Brand: Yamaha Model: Others Year: 2017 KM Driven: 7,000 km "
 Honda CB 10500 Kms 2016 year ,56500," Added via phone on 27 May, Ad ID: 1215130509 "," Vakola, Mumbai ", Honda CB 10500 Kms 2016 year ," Brand: Honda Model: CB Year: 2016 KM Driven: 10,500 km "
 2005 Bajaj Pulsar 40000 Kms ,19999," Added via phone on 27 May, Ad ID: 1220823865 "," Aarey Road, Mumbai ", 2005 Bajaj Pulsar 40000 Kms ," Brand: Bajaj Model: Pulsar Year: 2005 KM Driven: 40,000 km "
 2016 Honda CB 6448 Kms ,70000," Added via phone on 28 May, Ad ID: 1220829413 "," Mira Road, Mumbai ", 2016 Honda CB 6448 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 6,448 km "
 2011 Bajaj Pulsar 12000 Kms ,28999," Added via phone on 28 May, Ad ID: 1220831607 "," Kandivali East, Mumbai ", 2011 Bajaj Pulsar 12000 Kms ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 12,000 km "
 2016 Bajaj Pulsar 24000 Kms ,68000," Added via phone on 28 May, Ad ID: 1209576341 "," Jogeshwari East, Mumbai ", 2016 Bajaj Pulsar 24000 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 24,000 km "
 Yezdi d classi 250..new condition fully restore ,90000," Added via phone on 28 May, Ad ID: 1220835229 "," Sandhurst Road, Mumbai ", Yezdi d classi 250..new condition fully restore , Brand: Other Brands Year: 1981 KM Driven: 500 km 
 2014 Royal Enfield Classic 23800 Kms ,90000," Added via phone on 28 May, Ad ID: 1220836373 "," Jogeshwari West, Mumbai ", 2014 Royal Enfield Classic 23800 Kms ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 23,800 km "
 2016 Honda CB 5000 Kms ,55000," Added via phone on 27 May, Ad ID: 1216756053 "," Ghatkopar West, Mumbai ", 2016 Honda CB 5000 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 5,000 km "
 300 ninja . August 2015.no offer below ,245000," Added via phone on 27 May, Ad ID: 1206643151 "," Powai, Mumbai ", 300 ninja . August 2015.no offer below ," Brand: Other Brands Year: 2015 KM Driven: 12,700 km "
 2012 Yamaha YZF R 25000 Kms ,43000," Added via phone on 28 May, Ad ID: 1220839699 "," Kashimira, Mumbai ", 2012 Yamaha YZF R 25000 Kms ," Brand: Yamaha Model: YZF R Year: 2012 KM Driven: 25,000 km "
 Mere ko urgent bike leni hai par mai Mumbai nahi ,35000," Added via phone on 28 May, Ad ID: 1220838623 "," Mumbai Central, Mumbai ", Mere ko urgent bike leni hai par mai Mumbai nahi , Brand: Other Brands Year: 2016 KM Driven: 10 km 
 2017 Royal Enfield Classic 7000 Kms ,140000," Added via phone on 28 May, Ad ID: 1220838809 "," Goregaon West, Mumbai ", 2017 Royal Enfield Classic 7000 Kms ," Brand: Royal Enfield Model: Classic Year: 2017 KM Driven: 7,000 km "
 2014 Bajaj Pulsar 20000 Kms ,32000," Added via phone on 28 May, Ad ID: 1210183255 "," Kashimira, Mumbai ", 2014 Bajaj Pulsar 20000 Kms ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 20,000 km "
 Yamaha Fazer 1 Kms 2010 year ,25000," Added via phone on 28 May, Ad ID: 1220840765 "," Vithaldas Nagar, Mumbai ", Yamaha Fazer 1 Kms 2010 year , Brand: Yamaha Model: Fazer Year: 2010 KM Driven: 1 km 
 2014 Royal Enfield Bullet 20000 Kms ,95000," Added via phone on 28 May, Ad ID: 1220840321 "," kidwai Nagar, Mumbai ", 2014 Royal Enfield Bullet 20000 Kms ," Brand: Royal Enfield Model: Bullet Year: 2014 KM Driven: 20,000 km "
 Yamaha Others 500 Kms 1998 year ,50000," Added via phone on 28 May, Ad ID: 1220837823 "," Kurla West, Mumbai ", Yamaha Others 500 Kms 1998 year , Brand: Yamaha Model: Others Year: 1998 KM Driven: 500 km 
 2013 Yamaha Others 18000 Kms ,45000," Added via phone on 27 May, Ad ID: 1220813787 "," Jogeshwari–Vikhroli Link Road (JVLR), Mumbai ", 2013 Yamaha Others 18000 Kms ," Brand: Yamaha Model: Others Year: 2013 KM Driven: 18,000 km "
 2016 Bajaj Pulsar 30000 Kms ,60000," Added via phone on 28 May, Ad ID: 1220840859 "," Mumbai Central, Mumbai ", 2016 Bajaj Pulsar 30000 Kms ," Brand: Bajaj Model: Pulsar Year: 2016 KM Driven: 30,000 km "
 2018 Apache RR 310. Bullet Raja Bikes MULUND ,235000," Added via phone on 12 May, Ad ID: 1210587879 "," Mulund West, Mumbai ", 2018 Apache RR 310. Bullet Raja Bikes MULUND ," Brand: KTM Model: Others Year: 2018 KM Driven: 1,800 km "
 Bajaj Avenger Decmber 2015 all most 2016 EMI(loan) Available used bike ,63000," Added via phone on 29 May, Ad ID: 1221405039 "," Kandivali West, Mumbai ", Bajaj Avenger Decmber 2015 all most 2016 EMI(loan) Available used bike ," Brand: Bajaj Model: Avenger Year: 2016 KM Driven: 12,500 km "
 Bajaj Discover 52600 Kms 2014 year ,28000," Added via phone on 28 May, Ad ID: 1204269957 "," Mira Road, Mumbai ", Bajaj Discover 52600 Kms 2014 year ," Brand: Bajaj Model: Discover Year: 2014 KM Driven: 52,600 km "
 Harley Davidson Sportster Superlow 883L in ,500000," Added via phone on 30 May, Ad ID: 1221841019 "," Andheri East, Mumbai ", Harley Davidson Sportster Superlow 883L in ," Brand: Other Brands Year: 2013 KM Driven: 43,700 km "
 KTM Duke 200 14000 Kms 2016 year ,105000," Added via phone on 28 May, Ad ID: 1220843273 "," Apollo Bunder, Mumbai ", KTM Duke 200 14000 Kms 2016 year ," Brand: KTM Model: Duke 200 Year: 2016 KM Driven: 14,000 km "
 2005 Bajaj Pulsar 50000 Kms ,13000," Added via phone on 28 May, Ad ID: 1220842815 "," Waterfield Road Bandra West, Mumbai ", 2005 Bajaj Pulsar 50000 Kms ," Brand: Bajaj Model: Pulsar Year: 2005 KM Driven: 50,000 km "
 KTM 390 Duke ABS 17000 Kms 2014 year ,95000," Added via phone on 27 May, Ad ID: 1220816437 "," Byculla, Mumbai ", KTM 390 Duke ABS 17000 Kms 2014 year ," Brand: KTM Model: 390 Duke ABS Year: 2014 KM Driven: 17,000 km "
 2014 Honda CB 32000 Kms ,45000," Added via phone on 28 May, Ad ID: 1216243259 "," Kanakia Road, Mumbai ", 2014 Honda CB 32000 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 32,000 km "
 TVS Apache RTR 50000 Kms 2010 year ,28000," Added via phone on 28 May, Ad ID: 1220846047 "," Samata Nagar, Mumbai ", TVS Apache RTR 50000 Kms 2010 year ," Brand: TVS Model: Apache RTR Year: 2010 KM Driven: 50,000 km "
 2013 Bajaj Pulsar 24000 Kms ,61000," Added via phone on 28 May, Ad ID: 1215910033 "," Unnat Nagar, Mumbai ", 2013 Bajaj Pulsar 24000 Kms ," Brand: Bajaj Model: Pulsar Year: 2013 KM Driven: 24,000 km "
 2016 Honda CB 10000 Kms ,75000," Added via phone on 28 May, Ad ID: 1220859155 "," Kurla West, Mumbai ", 2016 Honda CB 10000 Kms ," Brand: Honda Model: CB Year: 2016 KM Driven: 10,000 km "
 Royal Enfield Classic 24000 Kms 2013 year ,95000," Added via phone on 28 May, Ad ID: 1220862575 "," Khar West, Mumbai ", Royal Enfield Classic 24000 Kms 2013 year ," Brand: Royal Enfield Model: Classic Year: 2013 KM Driven: 24,000 km "
 2013 TVS Apache RTR 30000 Kms ,37000," Added via phone on 28 May, Ad ID: 1220865849 "," Ambarnath, Mumbai ", 2013 TVS Apache RTR 30000 Kms ," Brand: TVS Model: Apache RTR Year: 2013 KM Driven: 30,000 km "
 2008 Hero Honda Karizma 46642 Kms ,25000," Added via phone on 28 May, Ad ID: 1216861529 "," Borivali East, Mumbai ", 2008 Hero Honda Karizma 46642 Kms ," Brand: Hero Honda Model: Karizma Year: 2008 KM Driven: 46,642 km "
 2013 Bajaj Discover 21000 Kms ,28000," Added via phone on 27 May, Ad ID: 1220820483 "," Mumbai Fort Area, Mumbai ", 2013 Bajaj Discover 21000 Kms ," Brand: Bajaj Model: Discover Year: 2013 KM Driven: 21,000 km "
 2011 Bajaj Pulsar 47000 Kms ,36000," Added via phone on 28 May, Ad ID: 1220872675 "," Dahisar West, Mumbai ", 2011 Bajaj Pulsar 47000 Kms ," Brand: Bajaj Model: Pulsar Year: 2011 KM Driven: 47,000 km "
 Hero CD 100 53356 Kms 2016 year ,59999," Added via phone on 28 May, Ad ID: 1220841867 "," Samata Nagar, Mumbai ", Hero CD 100 53356 Kms 2016 year ," Brand: Hero Model: CD 100 Year: 2016 KM Driven: 53,356 km "
 2012 Yamaha FZ 20000 Kms ,28000," Added via phone on 28 May, Ad ID: 1220890441 "," Lower Parel, Mumbai ", 2012 Yamaha FZ 20000 Kms ," Brand: Yamaha Model: FZ Year: 2012 KM Driven: 20,000 km "
 Honda CB 31000 Kms 2011 year ,30000," Added via phone on 28 May, Ad ID: 1220897549 "," Dadar East, Mumbai ", Honda CB 31000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 31,000 km "
 Hero Karizma 13094 Kms 2005 year ,38000," Added via phone on 28 May, Ad ID: 1220897587 "," Andheri East, Mumbai ", Hero Karizma 13094 Kms 2005 year ," Brand: Hero Model: Karizma Year: 2005 KM Driven: 13,094 km "
 2015 Bajaj Avenger 18000 Kms ,55599," Added via phone on 28 May, Ad ID: 1171018877 "," Bhayandar East, Mumbai ", 2015 Bajaj Avenger 18000 Kms ," Brand: Bajaj Model: Avenger Year: 2015 KM Driven: 18,000 km "
 2012 Bajaj Pulsar 71890 Kms ,30000," Added via phone on 28 May, Ad ID: 1220898561 "," Nalasopara East, Mumbai ", 2012 Bajaj Pulsar 71890 Kms ," Brand: Bajaj Model: Pulsar Year: 2012 KM Driven: 71,890 km "
